Date,Total Traffic Volume,Exchange Rate,Gross Domestic Product (GDP),Export growth rate,Import growth rate,Nationwide Consumer Price Index,Regular Unleaded Gasoline,Diesel Fuel for Automobiles,number of car ownership,Economic Growth Rate,Interest Rate Category,Export Price Category,Import Price Category
2018-10-02,9575775,1138.59,485724.0,3.316178639,9.480408679,99.79740984,1655.0,1456.47,23096457.0,Moderate Growth,Low,Very High,High
2018-10-03,8406350,1139.6,490182.0,4.315336002,10.45017906,99.78280328,1657.1,1458.98,23098315.0,Moderate Growth,Low,Very High,High
2018-10-04,9367402,1139.006452,490182.0,5.314493364,11.41994944,99.76819672,1659.87,1461.8,23100173.0,Moderate Growth,Low,Very High,High
2018-10-05,8881886,1138.412903,490182.0,6.313650727,12.38971982,99.75359016,1661.85,1463.91,23102031.0,Moderate Growth,Low,Very High,High
2018-10-06,7280337,1137.819355,490182.0,7.312808089,13.3594902,99.73898361,1663.86,1466.05,23103889.0,Moderate Growth,Low,Very High,High
2018-10-07,8371415,1137.225806,490182.0,8.311965452,14.32926059,99.72437705,1666.77,1469.06,23105747.0,Moderate Growth,Low,Very High,High
2018-10-08,9956282,1136.632258,490182.0,9.311122814,15.29903097,99.70977049,1669.15,1471.44,23107605.0,Moderate Growth,Low,Very High,High
2018-10-09,8806853,1136.03871,490182.0,10.31028018,16.26880135,99.69516393,1670.38,1472.75,23109463.0,Moderate Growth,Low,Very High,High
2018-10-10,9186586,1135.445161,490182.0,11.30943754,17.23857173,99.68055738,1672.36,1475.13,23111320.0,Moderate Growth,Low,Very High,High
2018-10-11,9283547,1134.851613,490182.0,12.3085949,18.20834211,99.66595082,1675.17,1478.23,23113178.0,Moderate Growth,Low,Very High,High
2018-10-12,10151857,1134.258065,490182.0,13.30775226,19.17811249,99.65134426,1677.03,1480.36,23115036.0,Moderate Growth,Low,Very High,High
2018-10-13,10327514,1133.664516,490182.0,14.30690963,20.14788287,99.6367377,1679.67,1483.11,23116894.0,Moderate Growth,Low,Very High,High
2018-10-14,8913894,1133.070968,490182.0,15.30606699,21.11765325,99.62213115,1681.55,1485.35,23118752.0,Moderate Growth,Low,Very High,High
2018-10-15,9337429,1132.477419,490182.0,16.30522435,22.08742364,99.60752459,1683.13,1486.85,23120610.0,Moderate Growth,Low,Very High,High
2018-10-16,9200276,1131.883871,490182.0,17.30438171,23.05719402,99.59291803,1684.0,1487.61,23122468.0,Moderate Growth,Low,Very High,Very High
2018-10-17,9253441,1131.290323,490182.0,18.30353908,24.0269644,99.57831148,1685.11,1489.18,23124326.0,Moderate Growth,Low,Very High,Very High
2018-10-18,9291818,1130.696774,490182.0,19.30269644,24.99673478,99.56370492,1686.39,1490.63,23126184.0,Moderate Growth,Low,Very High,Very High
2018-10-19,10194362,1130.103226,490182.0,20.3018538,25.96650516,99.54909836,1687.47,1491.89,23128042.0,Moderate Growth,Low,Very High,Very High
2018-10-20,10511588,1129.509677,490182.0,21.30101116,26.93627554,99.5344918,1688.25,1492.79,23129900.0,Moderate Growth,Low,Very High,Very High
2018-10-21,9121044,1128.916129,490182.0,22.30016853,27.90604592,99.51988525,1688.74,1493.51,23131758.0,Moderate Growth,Low,Very High,Very High
2018-10-22,9296309,1128.322581,490182.0,22.00629871,27.66376659,99.50527869,1689.15,1493.84,23133615.0,Moderate Growth,Low,Very High,Very High
2018-10-23,9043168,1127.729032,490182.0,21.38917211,27.11847483,99.49067213,1689.48,1494.0,23135473.0,Moderate Growth,Low,Very High,Very High
2018-10-24,9171823,1127.135484,490182.0,20.7720455,26.57318306,99.47606557,1689.76,1494.63,23137331.0,Moderate Growth,Low,Very High,Very High
2018-10-25,9358704,1126.541935,490182.0,20.1549189,26.0278913,99.46145902,1689.71,1494.64,23139189.0,Moderate Growth,Low,Very High,Very High
2018-10-26,9686106,1125.948387,490182.0,19.53779229,25.48259954,99.44685246,1689.73,1494.8,23141047.0,Moderate Growth,Low,Very High,Very High
2018-10-27,10275099,1125.354839,490182.0,18.92066568,24.93730777,99.4322459,1689.78,1494.8,23142905.0,Moderate Growth,Low,Very High,Very High
2018-10-28,8706803,1124.76129,490182.0,18.30353908,24.39201601,99.41763934,1689.64,1494.76,23144763.0,Moderate Growth,Low,Very High,Very High
2018-10-29,9075579,1124.167742,490182.0,17.68641247,23.84672425,99.40303279,1689.69,1494.82,23146621.0,Moderate Growth,Low,Very High,Very High
2018-10-30,9100255,1123.574194,490182.0,17.06928586,23.30143248,99.38842623,1689.84,1494.71,23148479.0,Moderate Growth,Low,Very High,Very High
2018-10-31,6900568,1122.980645,490182.0,16.45215926,22.75614072,99.37381967,1689.86,1495.16,23150337.0,Moderate Growth,Low,Very High,Very High
2018-11-01,9139301,1122.387097,490182.0,15.83503265,22.21084896,99.35921311,1690.11,1495.37,23152195.0,Moderate Growth,Low,Very High,Very High
2018-11-02,10066865,1121.793548,490182.0,15.21790605,21.66555719,99.34460656,1690.14,1495.5,23154053.0,Moderate Growth,Low,Very High,Very High
2018-11-03,10379719,1121.2,490182.0,14.60077944,21.12026543,99.33,1690.24,1495.61,23155911.0,Moderate Growth,Low,Very High,Very High
2018-11-04,9020409,1121.016667,490182.0,13.98365283,20.57497367,99.3186,1690.21,1495.76,23157465.0,Moderate Growth,Low,Very High,Very High
2018-11-05,9169395,1120.833333,490182.0,13.36652623,20.0296819,99.3072,1690.19,1495.63,23159020.0,Moderate Growth,Low,Very High,Very High
2018-11-06,9076391,1120.65,490182.0,12.74939962,19.48439014,99.2958,1690.31,1495.6,23160575.0,Moderate Growth,Low,Very High,Very High
2018-11-07,8950939,1120.466667,490182.0,12.13227301,18.93909838,99.2844,1690.3,1495.76,23162130.0,Moderate Growth,Low,Very High,Very High
2018-11-08,8227717,1120.283333,490182.0,11.51514641,18.39380661,99.273,1665.5,1478.46,23163685.0,Moderate Growth,Low,Very High,Very High
2018-11-09,9904812,1120.1,490182.0,10.8980198,17.84851485,99.2616,1640.7,1462.31,23165239.0,Moderate Growth,Low,Very High,Very High
2018-11-10,10218995,1119.916667,490182.0,10.2808932,17.30322309,99.2502,1615.0,1444.76,23166794.0,Moderate Growth,Low,Very High,Very High
2018-11-11,8872690,1119.733333,490182.0,9.663766589,16.75793133,99.2388,1598.67,1434.18,23168349.0,Moderate Growth,Low,Very High,Very High
2018-11-12,9150096,1119.55,490182.0,9.046639983,16.21263956,99.2274,1589.25,1427.93,23169904.0,Moderate Growth,Low,Very High,Very High
2018-11-13,9054025,1119.366667,490182.0,8.429513377,15.6673478,99.216,1585.66,1425.16,23171459.0,Moderate Growth,Low,Very High,Very High
2018-11-14,9065912,1119.183333,490182.0,7.812386771,15.12205604,99.2046,1580.32,1422.44,23173013.0,Moderate Growth,Low,Very High,Very High
2018-11-15,9186899,1119.0,490182.0,7.195260164,14.57676427,99.1932,1574.73,1418.79,23174568.0,Moderate Growth,Low,Very High,Very High
2018-11-16,10082103,1118.816667,490182.0,6.578133558,14.03147251,99.1818,1569.96,1416.15,23176123.0,Moderate Growth,Low,Very High,High
2018-11-17,10244522,1118.633333,490182.0,5.961006952,13.48618075,99.1704,1565.07,1413.37,23177678.0,Moderate Growth,Low,Very High,High
2018-11-18,8964588,1118.45,490182.0,5.343880345,12.94088898,99.159,1560.28,1410.52,23179233.0,Moderate Growth,Low,Very High,High
2018-11-19,9149643,1118.266667,490182.0,4.726753739,12.39559722,99.1476,1556.81,1408.06,23180787.0,Moderate Growth,Low,Very High,High
2018-11-20,9047195,1118.083333,490182.0,4.109627133,11.85030546,99.1362,1555.15,1407.06,23182342.0,Moderate Growth,Low,Very High,High
2018-11-21,8850643,1117.9,490182.0,3.569854645,11.34141563,99.1248,1551.91,1405.7,23183897.0,Moderate Growth,Low,Very High,High
2018-11-22,9086560,1117.716667,490182.0,3.396797978,11.00509796,99.1134,1547.21,1402.88,23185452.0,Moderate Growth,Low,Very High,High
2018-11-23,10039510,1117.533333,490182.0,3.22374131,10.66878028,99.102,1541.69,1399.81,23187007.0,Moderate Growth,Low,Very High,High
2018-11-24,9225115,1117.35,490182.0,3.050684643,10.33246261,99.0906,1536.76,1396.99,23188561.0,Moderate Growth,Low,Very High,High
2018-11-25,8519565,1117.166667,490182.0,2.877627976,9.996144934,99.0792,1531.65,1394.1,23190116.0,Moderate Growth,Low,Very High,High
2018-11-26,9042656,1116.983333,490182.0,2.704571308,9.659827259,99.0678,1527.85,1391.49,23191671.0,Moderate Growth,Low,Very High,High
2018-11-27,8919474,1116.8,490182.0,2.531514641,9.323509585,99.0564,1526.19,1390.48,23193226.0,Moderate Growth,Low,Very High,High
2018-11-28,8887164,1116.616667,490182.0,2.358457973,8.987191911,99.045,1522.79,1389.11,23194781.0,Moderate Growth,Low,High,High
2018-11-29,8738951,1116.433333,490182.0,2.185401306,8.650874236,99.0336,1516.55,1385.28,23196335.0,Moderate Growth,Low,High,High
2018-11-30,7420504,1116.25,490182.0,2.012344639,8.314556562,99.0222,1510.85,1381.88,23197890.0,Moderate Growth,Low,High,High
2018-12-01,9778061,1116.066667,490182.0,1.839287971,7.978238888,99.0108,1505.23,1378.62,23199445.0,Moderate Growth,Low,High,High
2018-12-02,8247831,1115.883333,490182.0,1.666231304,7.641921213,98.9994,1500.24,1375.38,23201000.0,Moderate Growth,Low,High,High
2018-12-03,8342369,1115.7,490182.0,1.493174637,7.305603539,98.988,1493.32,1370.66,23202555.0,Moderate Growth,Low,High,High
2018-12-04,8441427,1115.603226,490182.0,1.320117969,6.969285865,98.98464516,1490.73,1368.46,23215182.0,Moderate Growth,Low,High,High
2018-12-05,8779075,1115.506452,490182.0,1.147061302,6.63296819,98.98129032,1486.92,1366.23,23227810.0,Moderate Growth,Low,High,High
2018-12-06,8809528,1115.409677,490182.0,0.974004635,6.296650516,98.97793548,1481.24,1362.36,23240438.0,Moderate Growth,Low,High,High
2018-12-07,9466293,1115.312903,490182.0,0.800947967,5.960332842,98.97458065,1475.39,1358.37,23253065.0,Moderate Growth,Low,High,High
2018-12-08,8869686,1115.216129,490182.0,0.6278913,5.624015167,98.97122581,1470.45,1354.9,23265693.0,Moderate Growth,Low,High,High
2018-12-09,7384671,1115.119355,490182.0,0.454834632,5.287697493,98.96787097,1465.39,1351.26,23278321.0,Moderate Growth,Low,High,High
2018-12-10,8714804,1115.022581,490182.0,0.281777965,4.951379819,98.96451613,1461.3,1348.62,23290948.0,Moderate Growth,Low,High,High
2018-12-11,8385928,1114.925806,490182.0,0.108721298,4.615062145,98.96116129,1459.79,1347.13,23303576.0,Moderate Growth,Low,High,High
2018-12-12,8639996,1114.829032,490182.0,-0.06433537,4.27874447,98.95780645,1456.49,1344.98,23316204.0,Moderate Growth,Low,High,High
2018-12-13,8238898,1114.732258,490182.0,-0.237392037,3.942426796,98.95445161,1451.67,1341.17,23328832.0,Moderate Growth,Low,High,High
2018-12-14,9477544,1114.635484,490182.0,-0.410448704,3.606109122,98.95109677,1447.47,1337.82,23341459.0,Moderate Growth,Low,High,High
2018-12-15,9229722,1114.53871,490182.0,-0.583505372,3.269791447,98.94774194,1443.21,1334.32,23354087.0,Moderate Growth,Low,High,High
2018-12-16,7199526,1114.441935,490182.0,-0.756562039,2.933473773,98.9443871,1439.29,1331.38,23366715.0,Moderate Growth,Low,High,High
2018-12-17,8724475,1114.345161,490182.0,-0.929618707,2.597156099,98.94103226,1435.85,1328.46,23379342.0,Moderate Growth,Low,High,High
2018-12-18,8741863,1114.248387,490182.0,-1.102675374,2.260838424,98.93767742,1434.31,1326.72,23391970.0,Moderate Growth,Low,High,High
2018-12-19,8769520,1114.151613,490182.0,-1.275732041,1.92452075,98.93432258,1431.21,1324.8,23404598.0,Moderate Growth,Low,High,High
2018-12-20,8892378,1114.054839,490182.0,-1.448788709,1.588203076,98.93096774,1426.88,1320.94,23417226.0,Moderate Growth,Low,High,High
2018-12-21,9691158,1113.958065,490182.0,-1.621845376,1.251885401,98.9276129,1422.55,1316.95,23429853.0,Moderate Growth,Low,High,High
2018-12-22,9339698,1113.86129,490182.0,-1.780577207,1.055234885,98.92425806,1417.46,1312.44,23442481.0,Moderate Growth,Low,High,High
2018-12-23,7545142,1113.764516,490182.0,-1.927512113,0.973604382,98.92090323,1412.04,1307.64,23455109.0,Moderate Growth,Low,High,High
2018-12-24,9018032,1113.667742,490182.0,-2.074447019,0.891973878,98.91754839,1407.88,1303.52,23467736.0,Moderate Growth,Low,High,High
2018-12-25,6955531,1113.570968,490182.0,-2.221381925,0.810343375,98.91419355,1405.51,1301.33,23480364.0,Moderate Growth,Low,High,High
2018-12-26,8767811,1113.474194,490182.0,-2.368316832,0.728712871,98.91083871,1401.56,1297.98,23492992.0,Moderate Growth,Low,High,High
2018-12-27,8589871,1113.377419,490182.0,-2.515251738,0.647082368,98.90748387,1397.44,1293.97,23505620.0,Moderate Growth,Low,High,High
2018-12-28,8649307,1113.280645,490182.0,-2.662186644,0.565451864,98.90412903,1393.36,1290.33,23518247.0,Moderate Growth,Low,High,High
2018-12-29,8064400,1113.183871,490182.0,-2.80912155,0.483821361,98.90077419,1389.05,1286.17,23530875.0,Moderate Growth,Low,High,High
2018-12-30,6749835,1113.087097,490182.0,-2.956056457,0.402190857,98.89741935,1385.9,1283.1,23543503.0,Moderate Growth,Low,High,High
2018-12-31,6658423,1112.990323,490182.0,-3.102991363,0.320560354,98.89406452,1383.03,1280.12,23556130.0,Moderate Growth,Low,High,High
2019-01-01,7722468,1112.893548,490182.0,-3.249926269,0.23892985,98.89070968,1381.66,1278.74,23568758.0,Moderate Growth,Low,High,High
2019-01-02,8198798,1112.796774,490182.0,-3.396861175,0.157299347,98.88735484,1379.77,1277.23,23581386.0,Moderate Growth,Low,High,High
2019-01-03,8356096,1112.7,455551.0,-3.543796082,0.075668843,100.041,1375.08,1272.42,23276014.0,Low Growth,Low,High,High
2019-01-04,9082658,1113.087097,455551.0,-3.690730988,-0.00596166,100.0174516,1371.58,1269.2,23276713.0,Low Growth,Low,High,High
2019-01-05,8348942,1113.474194,455551.0,-3.837665894,-0.087592163,99.99390323,1367.67,1265.31,23277412.0,Low Growth,Low,High,High
2019-01-06,6850899,1113.86129,455551.0,-3.984600801,-0.169222667,99.97035484,1363.93,1261.82,23278111.0,Low Growth,Low,High,High
2019-01-07,8441222,1114.248387,455551.0,-4.131535707,-0.25085317,99.94680645,1361.02,1258.88,23278810.0,Low Growth,Low,High,High
2019-01-08,8381162,1114.635484,455551.0,-4.278470613,-0.332483674,99.92325806,1359.6,1257.43,23279509.0,Low Growth,Low,High,High
2019-01-09,8322543,1115.022581,455551.0,-4.425405519,-0.414114177,99.89970968,1357.21,1255.3,23280208.0,Low Growth,Low,Medium,High
2019-01-10,8451277,1115.409677,455551.0,-4.572340426,-0.495744681,99.87616129,1354.46,1252.58,23280908.0,Low Growth,Low,Medium,High
2019-01-11,9290162,1115.796774,455551.0,-4.719275332,-0.577375184,99.8526129,1352.61,1250.76,23281607.0,Low Growth,Low,Medium,High
2019-01-12,8644411,1116.183871,455551.0,-4.866210238,-0.659005688,99.82906452,1351.2,1249.46,23282306.0,Low Growth,Low,Medium,High
2019-01-13,7299339,1116.570968,455551.0,-5.013145144,-0.740636191,99.80551613,1350.06,1248.49,23283005.0,Low Growth,Low,Medium,High
2019-01-14,8525769,1116.958065,455551.0,-5.160080051,-0.822266695,99.78196774,1349.44,1247.73,23283704.0,Low Growth,Low,Medium,High
2019-01-15,8911808,1117.345161,455551.0,-5.307014957,-0.903897198,99.75841935,1349.16,1247.24,23284403.0,Low Growth,Low,Medium,High
2019-01-16,8406336,1117.732258,455551.0,-5.453949863,-0.985527702,99.73487097,1348.54,1246.92,23285103.0,Low Growth,Low,Medium,High
2019-01-17,8501593,1118.119355,455551.0,-5.600884769,-1.067158205,99.71132258,1347.96,1246.19,23285802.0,Low Growth,Low,Medium,High
2019-01-18,9318463,1118.506452,455551.0,-5.747819676,-1.148788709,99.68777419,1347.39,1245.63,23286501.0,Low Growth,Low,Medium,High
2019-01-19,8871703,1118.893548,455551.0,-5.894754582,-1.230419212,99.66422581,1346.77,1245.01,23287200.0,Low Growth,Low,Medium,High
2019-01-20,7373077,1119.280645,455551.0,-6.041689488,-1.312049716,99.64067742,1346.19,1244.52,23287899.0,Low Growth,Low,Medium,High
2019-01-21,8596379,1119.667742,455551.0,-6.188624394,-1.393680219,99.61712903,1345.82,1244.19,23288598.0,Low Growth,Low,Medium,High
2019-01-22,8538464,1120.054839,455551.0,-6.353633874,-1.725342321,99.59358065,1345.6,1243.97,23289298.0,Low Growth,Low,Medium,High
2019-01-23,8583421,1120.441935,455551.0,-6.520160101,-2.077986096,99.57003226,1345.57,1244.06,23289997.0,Low Growth,Low,Medium,High
2019-01-24,8671464,1120.829032,455551.0,-6.686686328,-2.430629871,99.54648387,1345.59,1243.88,23290696.0,Low Growth,Low,Medium,High
2019-01-25,9328637,1121.216129,455551.0,-6.853212555,-2.783273647,99.52293548,1345.48,1243.78,23291395.0,Low Growth,Low,Medium,High
2019-01-26,8750482,1121.603226,455551.0,-7.019738782,-3.135917422,99.4993871,1345.35,1243.69,23292094.0,Low Growth,Low,Medium,High
2019-01-27,7216812,1121.990323,455551.0,-7.186265009,-3.488561197,99.47583871,1345.27,1243.58,23292793.0,Low Growth,Low,Medium,Medium
2019-01-28,8674099,1122.377419,455551.0,-7.352791237,-3.841204972,99.45229032,1344.93,1243.33,23293493.0,Low Growth,Low,Low,Medium
2019-01-29,8746480,1122.764516,455551.0,-7.519317464,-4.193848747,99.42874194,1344.94,1243.22,23294192.0,Low Growth,Low,Low,Medium
2019-01-30,8851028,1123.151613,455551.0,-7.685843691,-4.546492522,99.40519355,1344.93,1243.41,23294891.0,Low Growth,Low,Low,Medium
2019-01-31,6513499,1123.53871,455551.0,-7.852369918,-4.899136297,99.38164516,1344.76,1243.41,23295590.0,Low Growth,Low,Low,Medium
2019-02-01,9257368,1123.925806,455551.0,-8.018896145,-5.251780072,99.35809677,1344.49,1243.27,23296289.0,Low Growth,Low,Low,Medium
2019-02-02,8188224,1124.312903,455551.0,-8.185422372,-5.604423847,99.33454839,1344.35,1243.04,23296988.0,Low Growth,Low,Low,Medium
2019-02-03,6970835,1124.7,455551.0,-8.351948599,-5.957067622,99.311,1344.15,1242.99,23297688.0,Low Growth,Low,Low,Medium
2019-02-04,8380009,1125.071429,455551.0,-8.518474826,-6.309711397,99.30421429,1344.21,1243.01,23298566.0,Low Growth,Low,Low,Medium
2019-02-05,12271076,1125.442857,455551.0,-8.685001053,-6.662355172,99.29742857,1344.16,1242.9,23299444.0,Low Growth,Low,Low,Medium
2019-02-06,9424823,1125.814286,455551.0,-8.85152728,-7.014998947,99.29064286,1344.12,1242.77,23300322.0,Low Growth,Low,Low,Medium
2019-02-07,8104121,1126.185714,455551.0,-9.018053507,-7.367642722,99.28385714,1344.13,1242.71,23301200.0,Low Growth,Low,Low,Medium
2019-02-08,8764591,1126.557143,455551.0,-9.184579735,-7.720286497,99.27707143,1343.85,1242.41,23302078.0,Low Growth,Low,Low,Medium
2019-02-09,7989434,1126.928571,455551.0,-9.351105962,-8.072930272,99.27028571,1343.8,1242.24,23302956.0,Low Growth,Low,Low,Medium
2019-02-10,6497278,1127.3,455551.0,-9.517632189,-8.425574047,99.2635,1343.48,1242.17,23303834.0,Low Growth,Low,Low,Medium
2019-02-11,8494818,1127.671429,455551.0,-9.684158416,-8.778217822,99.25671429,1343.19,1242.03,23304712.0,Low Growth,Low,Low,Low
2019-02-12,8566251,1128.042857,455551.0,-9.850684643,-9.130861597,99.24992857,1343.13,1241.93,23305590.0,Low Growth,Low,Low,Low
2019-02-13,8633666,1128.414286,455551.0,-10.01721087,-9.483505372,99.24314286,1342.93,1241.92,23306468.0,Low Growth,Low,Low,Low
2019-02-14,8793842,1128.785714,455551.0,-10.1837371,-9.836149147,99.23635714,1342.66,1241.75,23307346.0,Low Growth,Low,Low,Low
2019-02-15,9088561,1129.157143,455551.0,-10.35026332,-10.18879292,99.22957143,1342.5,1241.58,23308224.0,Low Growth,Low,Low,Low
2019-02-16,8664317,1129.528571,455551.0,-10.51678955,-10.5414367,99.22278571,1342.34,1241.53,23309102.0,Low Growth,Low,Low,Low
2019-02-17,7350885,1129.9,455551.0,-10.68331578,-10.89408047,99.216,1342.24,1241.52,23309981.0,Low Growth,Low,Low,Low
2019-02-18,8889142,1130.271429,455551.0,-10.84984201,-11.24672425,99.20921429,1342.55,1241.71,23310859.0,Low Growth,Low,Low,Low
2019-02-19,7478510,1130.642857,455551.0,-11.01636823,-11.59936802,99.20242857,1342.62,1241.69,23311737.0,Low Growth,Low,Low,Low
2019-02-20,8769504,1131.014286,455551.0,-11.18289446,-11.9520118,99.19564286,1342.75,1242.03,23312615.0,Low Growth,Low,Low,Low
2019-02-21,8942637,1131.385714,455551.0,-11.27189804,-12.14476511,99.18885714,1342.87,1242.2,23313493.0,Low Growth,Low,Low,Low
2019-02-22,9702128,1131.757143,455551.0,-11.17720666,-11.95864757,99.18207143,1342.97,1242.5,23314371.0,Low Growth,Low,Low,Low
2019-02-23,9342695,1132.128571,455551.0,-11.08251527,-11.77253002,99.17528571,1343.19,1242.74,23315249.0,Low Growth,Low,Low,Low
2019-02-24,7975627,1132.5,455551.0,-10.98782389,-11.58641247,99.1685,1343.7,1243.23,23316127.0,Low Growth,Low,Low,Low
2019-02-25,9135081,1132.871429,455551.0,-10.8931325,-11.40029492,99.16171429,1344.3,1243.82,23317005.0,Low Growth,Low,Low,Low
2019-02-26,9112552,1133.242857,455551.0,-10.79844112,-11.21417738,99.15492857,1344.64,1244.03,23317883.0,Low Growth,Low,Low,Low
2019-02-27,9128163,1133.614286,455551.0,-10.70374974,-11.02805983,99.14814286,1345.21,1244.77,23318761.0,Low Growth,Low,Low,Low
2019-02-28,7620583,1133.985714,455551.0,-10.60905835,-10.84194228,99.14135714,1345.97,1245.75,23319639.0,Low Growth,Low,Low,Low
2019-03-01,9938492,1134.357143,455551.0,-10.51436697,-10.65582473,99.13457143,1346.57,1246.36,23320517.0,Low Growth,Low,Low,Low
2019-03-02,9533688,1134.728571,455551.0,-10.41967558,-10.46970718,99.12778571,1347.17,1246.94,23321395.0,Low Growth,Low,Low,Low
2019-03-03,8150053,1135.1,455551.0,-10.3249842,-10.28358964,99.121,1348.52,1248.5,23322274.0,Low Growth,Low,Low,Low
2019-03-04,8686038,1136.167742,455551.0,-10.23029282,-10.09747209,99.1326129,1349.01,1248.8,23323146.0,Low Growth,Low,Low,Low
2019-03-05,8633387,1137.235484,455551.0,-10.13560143,-9.91135454,99.14422581,1349.18,1248.9,23324018.0,Low Growth,Low,Low,Low
2019-03-06,8605455,1138.303226,455551.0,-10.04091005,-9.725236992,99.15583871,1349.54,1249.48,23324890.0,Low Growth,Low,Low,Low
2019-03-07,8772926,1139.370968,455551.0,-9.946218664,-9.539119444,99.16745161,1350.21,1250.28,23325762.0,Low Growth,Low,Low,Low
2019-03-08,9573771,1140.43871,455551.0,-9.85152728,-9.353001896,99.17906452,1350.83,1251.02,23326634.0,Low Growth,Low,Low,Low
2019-03-09,9371173,1141.506452,455551.0,-9.756835896,-9.166884348,99.19067742,1351.77,1252.01,23327506.0,Low Growth,Low,Low,Medium
2019-03-10,7016479,1142.574194,455551.0,-9.662144512,-8.9807668,99.20229032,1353.58,1253.97,23328378.0,Low Growth,Low,Low,Medium
2019-03-11,8803173,1143.641935,455551.0,-9.567453128,-8.794649252,99.21390323,1354.89,1255.17,23329251.0,Low Growth,Low,Low,Medium
2019-03-12,8735079,1144.709677,455551.0,-9.472761744,-8.608531704,99.22551613,1355.69,1255.79,23330123.0,Low Growth,Low,Low,Medium
2019-03-13,8813231,1145.777419,455551.0,-9.37807036,-8.422414156,99.23712903,1356.86,1257.38,23330995.0,Low Growth,Low,Low,Medium
2019-03-14,8942873,1146.845161,455551.0,-9.283378976,-8.236296608,99.24874194,1358.93,1259.29,23331867.0,Low Growth,Low,Medium,Medium
2019-03-15,9487406,1147.912903,455551.0,-9.188687592,-8.05017906,99.26035484,1361.38,1261.62,23332739.0,Low Growth,Low,Medium,Medium
2019-03-16,9374459,1148.980645,455551.0,-9.093996208,-7.864061513,99.27196774,1363.69,1263.88,23333611.0,Low Growth,Low,Medium,Medium
2019-03-17,8034445,1150.048387,455551.0,-8.999304824,-7.677943965,99.28358065,1366.83,1267.06,23334483.0,Low Growth,Low,Medium,Medium
2019-03-18,8985446,1151.116129,455551.0,-8.90461344,-7.491826417,99.29519355,1369.55,1269.58,23335355.0,Low Growth,Low,Medium,Medium
2019-03-19,8943248,1152.183871,455551.0,-8.809922056,-7.305708869,99.30680645,1370.93,1270.67,23336228.0,Low Growth,Low,Medium,Medium
2019-03-20,8722096,1153.251613,455551.0,-8.715230672,-7.119591321,99.31841935,1372.96,1272.95,23337100.0,Low Growth,Low,Medium,Medium
2019-03-21,8737403,1154.319355,455551.0,-8.620539288,-6.933473773,99.33003226,1375.77,1275.44,23337972.0,Low Growth,Low,Medium,Medium
2019-03-22,9804816,1155.387097,455551.0,-8.525847904,-6.747356225,99.34164516,1378.03,1277.6,23338844.0,Low Growth,Low,Medium,Medium
2019-03-23,9320184,1156.454839,455551.0,-8.43115652,-6.561238677,99.35325806,1379.83,1279.21,23339716.0,Low Growth,Low,Medium,Medium
2019-03-24,8077260,1157.522581,455551.0,-8.261975985,-6.289677691,99.36487097,1381.85,1281.22,23340588.0,Low Growth,Low,High,Medium
2019-03-25,9008745,1158.590323,455551.0,-8.056267116,-5.976216558,99.37648387,1383.83,1283.09,23341460.0,Low Growth,Low,High,Medium
2019-03-26,9026767,1159.658065,455551.0,-7.850558247,-5.662755424,99.38809677,1384.72,1283.7,23342332.0,Low Growth,Low,High,Medium
2019-03-27,9003323,1160.725806,455551.0,-7.644849379,-5.349294291,99.39970968,1386.32,1285.44,23343205.0,Low Growth,Low,High,Medium
2019-03-28,9123897,1161.793548,455551.0,-7.43914051,-5.035833158,99.41132258,1388.31,1287.33,23344077.0,Low Growth,Low,High,Medium
2019-03-29,9985060,1162.86129,455551.0,-7.233431641,-4.722372024,99.42293548,1389.97,1288.77,23344949.0,Low Growth,Low,High,Medium
2019-03-30,9544515,1163.929032,455551.0,-7.027722772,-4.408910891,99.43454839,1391.43,1290.02,23345821.0,Low Growth,Low,High,Medium
2019-03-31,8183411,1164.996774,455551.0,-6.822013904,-4.095449758,99.44616129,1392.77,1291.24,23346693.0,Low Growth,Low,High,Medium
2019-04-01,8953520,1166.064516,455551.0,-6.616305035,-3.781988624,99.45777419,1393.96,1292.32,23347565.0,Low Growth,Low,High,Medium
2019-04-02,8913694,1167.132258,455551.0,-6.410596166,-3.468527491,99.4693871,1394.19,1292.39,23348437.0,Low Growth,Low,High,Medium
2019-04-03,8988383,1168.2,480832.0,-6.204887297,-3.155066358,99.481,1396.21,1294.48,23349310.0,Moderate Growth,Low,High,Medium
2019-04-04,9166575,1168.956667,480832.0,-5.999178428,-2.841605224,99.4867,1398.26,1296.03,23350753.0,Moderate Growth,Low,High,Medium
2019-04-05,10093044,1169.713333,480832.0,-5.79346956,-2.528144091,99.4924,1399.91,1297.42,23352197.0,Moderate Growth,Low,High,Medium
2019-04-06,10318652,1170.47,480832.0,-5.587760691,-2.214682958,99.4981,1401.33,1298.55,23353641.0,Moderate Growth,Low,High,Medium
2019-04-07,8434802,1171.226667,480832.0,-5.382051822,-1.901221824,99.5038,1402.73,1299.7,23355084.0,Moderate Growth,Low,High,Medium
2019-04-08,9155939,1171.983333,480832.0,-5.176342953,-1.587760691,99.5095,1404.24,1300.91,23356528.0,Moderate Growth,Low,High,Medium
2019-04-09,8892905,1172.74,480832.0,-4.970634085,-1.274299558,99.5152,1405.01,1301.4,23357972.0,Moderate Growth,Low,High,Medium
